,job_id,nb_tasks,task_execution_time,arriving_time,starting_time,finishing_time,dataset size,transfert time,nb replicas,optimal_replicas_number,nb_first_replicas_sended
0,1,20,1,104.53891263175399,105.0999999999983,202.1999999999928,20480,28.248275862068965,37,,
1,0,7,10,102.0060287274801,103.09999999999842,210.59999999999232,20480,33.246753246753244,18,,
2,2,7,100,136.70131903925054,137.0999999999965,402.300000000023,40960,52.91989664082687,14,,
3,3,18,70,161.9599376062619,162.09999999999508,451.3000000000341,2048,2.756393001345895,17,,
4,5,1,10,408.2365057669295,409.0000000000245,478.6000000000403,40960,51.45728643216081,1,,
5,4,15,80,295.3192048870702,296.09999999999883,548.1000000000561,5120,6.614987080103359,17,,
6,7,5,10,640.0605561827242,641.0000000000772,715.3000000000941,5120,6.614987080103359,5,,
7,9,4,50,697.8901898431092,698.0000000000902,812.1000000001161,5120,8.152866242038217,4,,
8,8,4,1,694.8651721223733,695.0000000000895,816.100000000117,10240,13.229974160206718,8,,
9,6,14,50,630.9653157220675,632.0000000000751,822.2000000001184,5120,7.804878048780488,25,,
