,job_id,nb_tasks,task_execution_time,arriving_time,starting_time,finishing_time,dataset size,transfert time,nb replicas,optimal_replicas_number,nb_first_replicas_sended
0,1,11,50,10.453891263175398,10.599999999999978,125.29999999999715,2048,3.261146496815287,11,,
1,2,7,50,13.670131903925054,14.099999999999966,184.5999999999938,1024,1.610062893081761,7,,
2,3,3,70,16.195993760626187,16.599999999999966,186.89999999999367,1024,1.6623376623376624,3,,
3,0,6,100,10.200602872748009,10.599999999999978,316.00000000000335,10240,13.229974160206718,6,,
4,10,3,1,72.25618594390913,73.70000000000009,328.2000000000061,40960,51.45728643216081,4,,
5,5,9,1,40.82365057669294,41.00000000000031,337.00000000000813,40960,51.45728643216081,11,,
6,4,12,50,29.531920488707016,30.000000000000156,362.3000000000139,20480,27.56393001345895,12,,
7,6,15,80,63.09653157220674,63.50000000000063,444.1000000000325,1024,1.6842105263157894,15,,
8,7,13,1,64.0060556182724,64.6000000000006,516.1000000000488,20480,25.728643216080403,10,,
9,11,8,50,79.29534122257067,79.59999999999975,526.000000000051,1024,1.322997416020672,8,,
10,14,12,10,92.27612196323628,92.59999999999901,528.6000000000516,5120,40.63492063492063,10,,
11,12,8,1,79.56428525937375,80.09999999999972,600.3000000000679,10240,81.26984126984127,7,,
12,8,10,100,69.4865172122373,69.50000000000033,626.3000000000739,20480,33.68421052631579,10,,
13,15,12,10,100.14941450566029,100.59999999999856,670.6000000000839,40960,56.41873278236915,4,,
14,9,12,80,69.78901898431089,70.0000000000003,772.000000000107,2048,2.8885754583921015,13,,
15,13,9,70,81.78120195101056,82.09999999999961,913.000000000139,40960,58.43081312410842,13,,
16,19,8,10,128.1803463861198,128.59999999999698,947.5000000001469,10240,12.864321608040202,3,,
17,17,3,80,111.53776575834615,112.0999999999979,1085.2000000001085,40960,58.43081312410842,4,,
18,16,9,100,102.63967869532853,103.09999999999842,1263.899999999946,40960,57.771509167842034,13,,
19,18,6,80,128.11514670057713,128.59999999999698,1409.6999999998134,40960,51.45728643216081,6,,
