,job,task,node,start_time,finishing_time,execution_time,id_dataset,transfert_time
0,1,-1,33,10.59999999999998,13.721951219512174,3.1219512195121943,1,3.1219512195121943
1,1,-1,30,10.59999999999998,13.820125786163501,3.2201257861635213,1,3.2201257861635213
2,1,-1,35,10.59999999999998,13.861146496815266,3.261146496815286,1,3.261146496815286
3,1,-1,27,10.599999999999977,13.924675324675302,3.324675324675326,1,3.324675324675326
4,1,-1,26,10.599999999999978,13.968421052631557,3.3684210526315788,1,3.3684210526315788
5,2,-1,28,14.099999999999966,15.407790549169825,1.3077905491698587,2,1.3077905491698587
6,3,-1,25,16.599999999999966,17.886432160803984,1.2864321608040186,3,1.2864321608040186
7,2,-1,29,16.599999999999966,18.060770328102677,1.4607703281027113,2,1.4607703281027113
8,2,-1,30,16.599999999999966,18.210062893081727,1.6100628930817606,2,1.6100628930817606
9,3,-1,27,16.599999999999966,18.26233766233763,1.662337662337663,3,1.662337662337663
10,3,-1,26,16.599999999999966,18.284210526315753,1.6842105263157876,3,1.6842105263157876
11,0,-1,25,10.599999999999978,23.46432160804018,12.864321608040202,0,12.864321608040202
12,0,-1,36,10.599999999999978,23.829974160206696,13.229974160206718,0,13.229974160206718
13,0,-1,31,10.599999999999977,24.38196500672945,13.781965006729475,0,13.781965006729475
14,0,-1,34,10.59999999999998,24.704683195592267,14.104683195592287,0,14.104683195592287
15,0,-1,32,10.599999999999978,25.042877291960487,14.442877291960508,0,14.442877291960508
16,0,-1,29,10.599999999999978,25.207703281027083,14.607703281027105,0,14.607703281027105
17,1,-1,2,10.59999999999998,26.853968253968233,16.253968253968253,1,16.253968253968253
18,1,-1,7,10.599999999999977,27.25040650406502,16.650406504065042,1,16.650406504065042
19,1,-1,5,10.59999999999998,30.483495145631046,19.883495145631066,1,19.883495145631066
20,1,-1,8,10.599999999999977,30.877227722772254,20.277227722772277,1,20.277227722772277
21,1,-1,4,10.59999999999998,37.54736842105261,26.94736842105263,1,26.94736842105263
22,2,-1,6,14.099999999999966,39.69999999999997,25.6,2,25.6
23,2,-1,9,14.099999999999966,40.35641025641022,26.256410256410255,2,26.256410256410255
24,1,-1,11,10.59999999999998,47.17142857142855,36.57142857142857,1,36.57142857142857
25,2,-1,1,14.099999999999966,49.41034482758617,35.310344827586206,2,35.310344827586206
26,4,-1,28,30.000000000000153,56.155810983397345,26.155810983397192,4,26.155810983397192
27,4,-1,36,30.000000000000153,56.45994832041359,26.459948320413435,4,26.459948320413435
28,4,-1,31,30.000000000000156,57.56393001345911,27.56393001345895,4,27.56393001345895
29,4,-1,34,30.000000000000156,58.20936639118473,28.209366391184574,4,28.209366391184574
30,2,-1,10,14.099999999999966,58.62173913043475,44.52173913043478,2,44.52173913043478
31,4,-1,32,30.000000000000153,58.88575458392117,28.885754583921017,4,28.885754583921017
32,4,-1,33,30.000000000000156,61.21951219512211,31.21951219512195,4,31.21951219512195
33,4,-1,35,30.000000000000156,62.61146496815302,32.611464968152866,4,32.611464968152866
34,6,-1,36,63.50000000000064,64.82299741602131,1.3229974160206694,6,1.3229974160206694
35,6,-1,34,63.50000000000064,64.91046831955987,1.4104683195592287,6,1.4104683195592287
36,6,-1,32,63.50000000000064,64.94428772919669,1.4442877291960485,6,1.4442877291960485
37,6,-1,33,63.500000000000625,65.06097560975672,1.560975609756099,6,1.560975609756099
38,6,-1,35,63.50000000000064,65.13057324840828,1.630573248407643,6,1.630573248407643
39,6,-1,26,64.50000000000061,66.1842105263164,1.6842105263157947,6,1.6842105263157947
40,1,10,35,13.869999999999909,66.46140064836031,52.591400648360406,1,0.0
41,4,-1,29,41.00000000000031,70.21540656205453,29.215406562054213,4,29.215406562054213
42,6,-1,2,63.500000000000625,71.62698412698475,8.126984126984127,6,8.126984126984127
43,6,-1,7,63.500000000000625,71.82520325203315,8.325203252032523,6,8.325203252032523
44,9,-1,25,70.20000000000029,72.77286432160832,2.572864321608037,9,2.572864321608037
45,4,-1,30,41.000000000000306,73.20125786163553,32.20125786163522,4,32.20125786163522
46,6,-1,5,63.50000000000064,73.44174757281617,9.94174757281553,6,9.94174757281553
47,6,-1,8,63.50000000000063,73.63861386138677,10.13861386138614,6,10.13861386138614
48,4,-1,27,41.00000000000031,74.24675324675356,33.246753246753244,4,33.246753246753244
49,4,-1,26,41.000000000000306,74.6842105263161,33.68421052631579,4,33.68421052631579
50,9,-1,31,72.50000000000016,75.25639300134605,2.7563930013458986,9,2.7563930013458986
51,9,-1,32,72.50000000000016,75.38857545839225,2.888575458392097,9,2.888575458392097
52,9,-1,29,72.50000000000016,75.42154065620558,2.9215406562054227,9,2.9215406562054227
53,1,6,26,13.969999999999906,76.56764395802566,62.59764395802575,1,0.0
54,6,-1,4,63.50000000000064,76.97368421052695,13.473684210526315,6,13.473684210526315
55,11,-1,36,79.59999999999975,80.92299741602042,1.3229974160206694,11,1.3229974160206694
56,11,-1,34,79.59999999999975,81.01046831955898,1.4104683195592287,11,1.4104683195592287
57,11,-1,33,79.59999999999975,81.16097560975585,1.560975609756099,11,1.560975609756099
58,11,-1,30,79.59999999999975,81.21006289308151,1.6100628930817606,11,1.6100628930817606
59,11,-1,35,79.59999999999975,81.2305732484074,1.630573248407643,11,1.630573248407643
60,11,-1,27,79.59999999999975,81.26233766233742,1.662337662337663,11,1.662337662337663
61,11,-1,26,79.59999999999975,81.28421052631555,1.6842105263157947,11,1.6842105263157947
62,6,-1,11,63.50000000000063,81.78571428571492,18.285714285714285,6,18.285714285714285
63,1,9,33,13.729999999999912,85.69702778272176,71.96702778272186,1,0.0
64,1,7,27,13.929999999999907,85.994063286228,72.06406328622809,1,0.0
65,9,-1,2,70.0000000000003,86.25396825396855,16.253968253968253,9,16.253968253968253
66,9,-1,7,70.0000000000003,86.65040650406534,16.650406504065046,9,16.650406504065046
67,11,-1,7,79.59999999999975,87.92520325203228,8.325203252032523,11,8.325203252032523
68,6,-1,6,63.50000000000063,89.10000000000063,25.6,6,25.6
69,6,-1,9,63.50000000000063,89.75641025641089,26.256410256410255,6,26.256410256410255
70,9,-1,5,70.00000000000031,89.88349514563137,19.88349514563106,9,19.88349514563106
71,9,-1,8,70.0000000000003,90.27722772277258,20.27722772277228,9,20.27722772277228
72,7,-1,25,64.6000000000006,90.328643216081,25.7286432160804,7,25.7286432160804
73,5,-1,25,41.000000000000306,92.45728643216111,51.45728643216081,5,51.45728643216081
74,1,3,7,27.26000000000162,92.56048895268808,65.30048895268645,1,0.0
75,12,-1,31,80.09999999999972,93.8819650067292,13.781965006729479,12,13.781965006729479
76,8,-1,36,69.50000000000033,95.95994832041376,26.45994832041343,8,26.45994832041343
77,9,-1,4,70.0000000000003,96.94736842105293,26.94736842105263,9,26.94736842105263
78,8,-1,31,69.50000000000031,97.06393001345927,27.563930013458958,8,27.563930013458958
79,8,-1,34,69.50000000000033,97.7093663911849,28.209366391184574,8,28.209366391184574
80,8,-1,32,69.50000000000033,98.38575458392134,28.885754583921013,8,28.885754583921013
81,8,-1,29,69.50000000000033,98.71540656205454,29.215406562054213,8,29.215406562054213
82,6,-1,1,63.50000000000064,98.81034482758685,35.310344827586206,6,35.310344827586206
83,14,-1,28,92.59999999999901,99.13895274584831,6.538952745849301,14,6.538952745849301
84,1,8,30,13.82999999999991,99.18685286102325,85.35685286102334,1,0.0
85,14,-1,45,92.59999999999903,99.33684210526218,6.73684210526315,14,6.73684210526315
86,14,-1,40,92.59999999999901,99.5470827679773,6.947082767978287,14,6.947082767978287
87,1,1,4,37.550000000001255,99.57508861419944,62.02508861419819,1,0.0
88,8,-1,33,69.50000000000033,100.71951219512228,31.21951219512195,8,31.21951219512195
89,14,-1,27,92.59999999999901,100.91168831168733,8.311688311688314,14,8.311688311688314
90,8,-1,30,69.50000000000034,101.70125786163555,32.20125786163521,8,32.20125786163521
91,8,-1,35,69.50000000000034,102.1114649681532,32.61146496815286,8,32.61146496815286
92,8,-1,27,69.50000000000033,102.74675324675357,33.246753246753244,8,33.246753246753244
93,8,-1,26,70.00000000000031,103.6842105263161,33.68421052631578,8,33.68421052631578
94,2,5,29,18.070000000000185,104.11912659121859,86.0491265912184,2,0.0
95,2,2,9,40.36000000000076,105.64292379194106,65.2829237919403,2,0.0
96,9,-1,11,70.0000000000003,106.57142857142887,36.57142857142857,9,36.57142857142857
97,12,-1,25,93.79999999999895,106.66432160803915,12.8643216080402,12,12.8643216080402
98,14,-1,25,101.99999999999848,108.43216080401858,6.4321608040201,14,6.4321608040201
99,14,-1,26,101.5999999999985,110.02105263157745,8.421052631578945,14,8.421052631578945
100,1,2,5,30.490000000002127,111.35847846162584,80.86847846162371,1,0.0
101,2,0,1,49.41999999999896,112.88905195919014,63.469051959191184,2,0.0
102,1,0,2,26.86000000000156,114.07847180826168,87.21847180826012,1,0.0
103,1,5,11,47.17999999999934,116.9238659266539,69.74386592665456,1,0.0
104,2,4,28,15.409999999999938,117.27003428842794,101.860034288428,2,0.0
105,4,5,35,66.46140064836031,119.0528012967207,52.59140064836039,4,0.0
106,2,1,6,39.70000000000089,119.67178143317781,79.97178143317691,2,0.0
107,9,-1,6,70.0000000000003,121.2000000000003,51.2,9,51.2
108,9,-1,9,70.0000000000003,122.51282051282081,52.51282051282051,9,52.51282051282051
109,10,-1,25,73.7000000000001,125.1572864321609,51.4572864321608,10,51.4572864321608
110,1,4,8,30.880000000002187,125.20005885080661,94.32005885080443,1,0.0
111,7,-1,26,92.59999999999903,126.28421052631481,33.68421052631578,7,33.68421052631578
112,2,3,10,58.629999999997125,127.1426999811916,68.51269998119447,2,0.0
113,13,-1,25,83.39999999999955,134.85728643216035,51.4572864321608,13,51.4572864321608
114,13,-1,36,82.09999999999962,135.0198966408265,52.91989664082686,13,52.91989664082686
115,13,-1,31,83.19999999999955,138.32786002691745,55.1278600269179,13,55.1278600269179
116,13,-1,34,82.09999999999962,138.51873278236877,56.41873278236915,13,56.41873278236915
117,13,-1,32,82.09999999999962,139.87150916784165,57.77150916784203,13,57.77150916784203
118,0,4,34,24.710000000001223,139.92649193799537,115.21649193799414,0,0.0
119,13,-1,29,82.0999999999996,140.53081312410802,58.430813124108425,13,58.430813124108425
120,3,0,25,17.890000000000157,140.60529732622052,122.71529732622037,3,0.0
121,9,-1,1,70.00000000000031,140.62068965517273,70.62068965517241,9,70.62068965517241
122,0,5,36,23.830000000001085,141.4280201894706,117.59802018946951,0,0.0
123,19,-1,28,128.59999999999698,141.67790549169558,13.077905491698601,19,13.077905491698601
124,19,-1,25,129.7999999999969,142.6643216080371,12.8643216080402,19,12.8643216080402
125,19,-1,29,128.59999999999698,143.2077032810241,14.607703281027113,19,14.607703281027113
126,13,-1,33,82.09999999999962,144.53902439024353,62.4390243902439,13,62.4390243902439
127,13,-1,30,82.09999999999961,146.50251572327005,64.40251572327044,13,64.40251572327044
128,13,-1,35,82.09999999999961,147.32292993630534,65.22292993630573,13,65.22292993630573
129,14,-1,5,100.59999999999854,150.30873786407622,49.708737864077676,14,49.708737864077676
130,0,2,31,24.390000000001173,151.51902584633936,127.12902584633818,0,0.0
131,15,-1,36,100.59999999999857,153.51989664082544,52.91989664082686,15,52.91989664082686
132,16,-1,25,104.39999999999836,155.85728643215916,51.4572864321608,16,51.4572864321608
133,15,-1,34,100.59999999999854,157.0187327823677,56.41873278236915,15,56.41873278236915
134,4,3,33,85.69702778272176,157.66405556544362,71.96702778272186,4,0.0
135,16,-1,31,103.19999999999841,158.3278600269163,55.1278600269179,16,55.1278600269179
136,16,-1,32,103.09999999999843,160.87150916784046,57.77150916784203,16,57.77150916784203
137,16,-1,29,103.1999999999984,161.63081312410682,58.430813124108425,16,58.430813124108425
138,14,3,45,99.34000000000246,163.59643291191065,64.25643291190819,14,0.0
139,14,2,40,99.55000000000257,164.13206971935003,64.58206971934746,14,0.0
140,3,1,26,76.56764395802566,164.2043454992617,87.63670154123605,3,0.0
141,17,-1,25,113.29999999999785,164.75728643215865,51.4572864321608,17,51.4572864321608
142,17,-1,36,112.09999999999792,165.01989664082478,52.91989664082686,17,52.91989664082686
143,16,-1,33,103.09999999999843,165.53902439024233,62.4390243902439,16,62.4390243902439
144,16,-1,30,103.09999999999842,167.50251572326886,64.40251572327044,16,64.40251572327044
145,16,-1,35,103.09999999999842,168.32292993630415,65.22292993630573,16,65.22292993630573
146,16,-1,34,112.19999999999789,168.61873278236703,56.41873278236915,16,56.41873278236915
147,16,-1,27,103.0999999999984,169.5935064935049,66.49350649350649,16,66.49350649350649
148,14,-1,2,129.69999999999692,170.33492063491755,40.63492063492063,14,40.63492063492063
149,17,-1,26,112.0999999999979,179.46842105262948,67.36842105263158,17,67.36842105263158
150,2,6,30,99.18685286102325,184.54370572204658,85.35685286102333,2,0.0
151,18,-1,32,128.69999999999698,186.471509167839,57.77150916784203,18,57.77150916784203
152,3,2,27,85.994063286228,186.88375188694732,100.88968860071932,3,0.0
153,18,-1,33,128.59999999999698,191.03902439024088,62.4390243902439,18,62.4390243902439
154,18,-1,30,128.69999999999698,193.1025157232674,64.40251572327043,18,64.40251572327043
155,12,-1,2,112.09999999999792,193.36984126983918,81.26984126984127,12,81.26984126984127
156,18,-1,35,128.599999999997,193.82292993630273,65.22292993630572,18,65.22292993630572
157,18,-1,25,142.5999999999962,194.05728643215699,51.4572864321608,18,51.4572864321608
158,18,-1,27,128.69999999999698,195.19350649350346,66.49350649350649,18,66.49350649350649
159,6,5,7,92.56048895268808,197.0412712769864,104.48078232429833,6,0.0
160,4,4,34,139.92649193799537,197.53473790699243,57.60824596899707,4,0.0
161,6,2,4,99.57508861419944,198.81523039691655,99.2401417827171,6,0.0
162,4,6,36,141.4280201894706,200.22703028420537,58.79901009473477,4,0.0
163,17,-1,29,143.59999999999613,202.03081312410455,58.430813124108425,17,58.430813124108425
164,6,12,35,119.0528012967207,203.19904233409733,84.14624103737663,6,0.0
165,0,3,32,25.050000000001276,207.22151928174964,182.17151928174837,0,0.0
166,6,7,9,105.64292379194106,210.09560185904553,104.45267806710447,6,0.0
167,6,0,1,112.88905195919014,214.43953509389604,101.5504831347059,6,0.0
168,4,1,31,151.51902584633936,215.08353876950844,63.564512923169076,4,0.0
169,4,0,28,117.27003428842794,219.13006857685593,101.860034288428,4,0.0
170,4,7,26,164.2043454992617,226.80198945728745,62.59764395802574,4,0.0
171,6,8,11,116.9238659266539,228.5140514093012,111.5901854826473,6,0.0
172,14,1,28,219.13006857685593,239.50207543454152,20.37200685768559,14,0.0
173,6,3,5,111.35847846162584,240.74804400022379,129.38956553859794,6,0.0
174,6,4,6,119.67178143317781,247.62663172626088,127.95485029308307,6,0.0
175,6,1,2,114.07847180826168,253.6280267014779,139.54955489321623,6,0.0
176,4,8,27,186.88375188694732,258.9478151731754,72.06406328622808,4,0.0
177,19,0,28,239.50207543454152,259.8740822922271,20.37200685768559,19,0.0
178,4,10,30,184.54370572204658,269.90055858306994,85.35685286102336,4,0.0
179,6,10,33,157.66405556544362,272.81130001779854,115.14724445235493,6,0.0
180,6,6,8,125.20005885080661,276.1121530120937,150.9120941612871,6,0.0
181,0,1,29,104.11912659121859,276.2173797736554,172.09825318243682,0,0.0
182,4,11,31,215.08353876950844,278.64805169267754,63.564512923169104,4,0.0
183,19,2,28,259.8999999999906,280.2720068576762,20.37200685768562,19,0.0
184,6,11,34,197.53473790699243,289.70793145738776,92.17319355039533,6,0.0
185,6,13,36,200.22703028420537,294.305446435781,94.07841615157562,6,0.0
186,9,2,4,198.81523039691655,298.05537217963365,99.2401417827171,9,0.0
187,4,2,32,207.22151928174964,298.3072789226238,91.08575964087419,4,0.0
188,9,5,7,197.0412712769864,301.5220536012847,104.4807823242983,9,0.0
189,8,7,35,203.19904233409733,308.38184363081814,105.18280129672081,8,0.0
190,9,7,9,210.09560185904553,314.54827992615003,104.4526780671045,9,0.0
191,0,0,25,140.60529732622052,315.91286493510677,175.30756760888625,0,0.0
192,9,0,1,214.43953509389604,315.9900182286019,101.55048313470587,9,0.0
193,5,0,25,315.91286493510677,317.66594061119565,1.7530756760888835,5,0.0
194,5,1,25,317.66594061119565,319.41901628728453,1.7530756760888835,5,0.0
195,5,2,25,319.41901628728453,321.1720919633734,1.7530756760888835,5,0.0
196,5,3,25,321.1720919633734,322.9251676394623,1.7530756760888835,5,0.0
197,10,0,25,322.9251676394623,324.6782433155512,1.7530756760888835,10,0.0
198,10,1,25,324.6782433155512,326.43131899164007,1.7530756760888835,10,0.0
199,6,14,26,226.80198945728745,326.9582197901286,100.15623033284118,6,0.0
200,10,2,25,326.43131899164007,328.18439466772895,1.7530756760888835,10,0.0
201,5,4,25,328.18439466772895,329.93747034381784,1.7530756760888835,5,0.0
202,5,5,25,329.93747034381784,331.6905460199067,1.7530756760888835,5,0.0
203,5,6,25,331.6905460199067,333.4436216959956,1.7530756760888835,5,0.0
204,5,7,25,333.4436216959956,335.1966973720845,1.7530756760888835,5,0.0
205,5,8,25,335.2000000000077,336.9530756760966,1.7530756760888835,5,0.0
206,7,1,25,337.00000000000813,338.753075676097,1.7530756760888835,7,0.0
207,9,8,11,228.5140514093012,340.1042368919485,111.59018548264731,9,0.0
208,7,2,25,338.80000000000854,340.5530756760974,1.7530756760888835,7,0.0
209,7,3,25,340.60000000000895,342.35307567609783,1.7530756760888835,7,0.0
210,7,4,25,342.40000000000936,344.15307567609824,1.7530756760888835,7,0.0
211,7,5,25,344.20000000000977,345.95307567609865,1.7530756760888835,7,0.0
212,7,6,25,346.0000000000102,347.75307567609906,1.7530756760888835,7,0.0
213,7,7,25,347.8000000000106,349.55307567609947,1.7530756760888835,7,0.0
214,7,8,25,349.600000000011,351.3530756760999,1.7530756760888835,7,0.0
215,7,9,25,351.4000000000114,353.1530756761003,1.7530756760888835,7,0.0
216,7,10,25,353.2000000000118,354.9530756761007,1.7530756760888835,7,0.0
217,7,11,25,355.0000000000122,356.7530756761011,1.7530756760888835,7,0.0
218,7,12,25,356.80000000001263,358.5530756761015,1.7530756760888835,7,0.0
219,11,6,35,308.38184363081814,360.9732442791785,52.59140064836038,11,0.0
220,4,9,29,276.2173797736554,362.2665063648738,86.0491265912184,4,0.0
221,11,0,7,301.5220536012847,366.8225425539712,65.30048895268646,11,0.0
222,9,3,5,240.74804400022379,370.1376095388217,129.38956553859794,9,0.0
223,9,4,6,247.62663172626088,375.581482019344,127.9548502930831,9,0.0
224,19,3,25,358.60000000001304,376.13075676090165,17.530756760888607,19,0.0
225,14,4,5,370.1376095388217,386.31130523114643,16.173695692324713,14,0.0
226,9,1,2,253.6280267014779,393.17758159469406,139.54955489321617,9,0.0
227,19,4,25,376.20000000001704,393.73075676090565,17.530756760888607,19,0.0
228,12,3,2,393.17758159469406,394.92195103085925,1.7443694361651865,12,0.0
229,12,4,2,394.92195103085925,396.66632046702443,1.7443694361651865,12,0.0
230,12,5,2,396.7000000000217,398.4443694361869,1.7443694361651865,12,0.0
231,12,6,2,398.5000000000221,400.2443694361873,1.7443694361651865,12,0.0
232,12,7,2,400.3000000000225,402.0443694361877,1.7443694361651865,12,0.0
233,14,6,5,386.31130523114643,402.48500092347115,16.173695692324713,14,0.0
234,8,0,27,258.9478151731754,403.07594174563155,144.12812657245615,8,0.0
235,8,6,34,289.70793145738776,404.9244233953819,115.21649193799414,8,0.0
236,8,3,31,278.64805169267754,405.77707753901575,127.12902584633821,8,0.0
237,19,5,25,393.80000000002104,411.33075676090965,17.530756760888607,19,0.0
238,8,8,36,294.305446435781,411.90346662525053,117.59802018946954,8,0.0
239,8,5,33,272.81130001779854,416.74535558324226,143.9340555654437,8,0.0
240,14,7,2,402.10000000002293,419.54369436167497,17.443694361652035,14,0.0
241,9,6,8,276.1121530120937,427.0242471733808,150.9120941612871,9,0.0
242,19,6,25,411.40000000002505,428.93075676091365,17.530756760888607,19,0.0
243,13,5,35,360.9732442791785,434.6012051868831,73.62796090770456,13,0.0
244,14,8,2,419.6000000000269,437.04369436167894,17.443694361652035,14,0.0
245,8,2,30,269.90055858306994,440.61426430511665,170.7137057220467,8,0.0
246,6,9,32,298.3072789226238,444.0444943480225,145.7372154253987,6,0.0
247,8,9,26,326.9582197901286,452.1535077061801,125.19528791605148,8,0.0
248,14,9,2,437.1000000000309,454.5436943616829,17.443694361652035,14,0.0
249,11,5,34,404.9244233953819,462.532669364379,57.608245968997096,11,0.0
250,11,7,36,411.90346662525053,470.70247671998527,58.79901009473474,11,0.0
251,14,10,2,454.60000000003487,472.0436943616869,17.443694361652035,14,0.0
252,11,2,27,403.07594174563155,475.14000503185963,72.06406328622808,11,0.0
253,11,4,33,416.74535558324226,488.7123833659641,71.96702778272186,11,0.0
254,14,11,2,472.10000000003885,489.5436943616909,17.443694361652035,14,0.0
255,14,0,27,475.14000503185963,489.55281768910527,14.412812657245638,14,0.0
256,9,10,31,405.77707753901575,507.4802982160863,101.70322067707053,9,0.0
257,12,0,31,507.4802982160863,508.7515884745497,1.2712902584634094,12,0.0
258,12,1,31,508.7515884745497,510.0228787330131,1.2712902584634094,12,0.0
259,11,1,26,452.1535077061801,514.7511516642058,62.59764395802574,11,0.0
260,7,0,26,514.7511516642058,516.0031045433664,1.2519528791605126,7,0.0
261,11,3,30,440.61426430511665,525.97111716614,85.3568528610233,11,0.0
262,14,5,26,516.0031045433664,528.5226333349715,12.519528791605126,14,0.0
263,8,1,29,362.2665063648738,534.3647595473107,172.09825318243685,8,0.0
264,16,4,35,434.6012051868831,539.7840064836039,105.18280129672081,16,0.0
265,13,4,34,462.532669364379,543.1842137209749,80.65154435659588,13,0.0
266,13,6,36,470.70247671998527,553.021090852614,82.31861413262868,13,0.0
267,15,0,34,543.1842137209749,554.7058629147742,11.521649193799362,15,0.0
268,15,1,36,553.021090852614,564.7808928715609,11.75980201894697,15,0.0
269,15,2,34,554.7058629147742,566.2275121085736,11.521649193799362,15,0.0
270,18,2,25,429.00000000002905,569.246054087138,140.24605408710892,18,0.0
271,15,3,34,566.2275121085736,577.749161302373,11.521649193799362,15,0.0
272,15,4,34,577.8000000000628,589.3216491938622,11.521649193799362,15,0.0
273,13,3,33,488.7123833659641,589.4662222617746,100.75383889581053,13,0.0
274,13,7,31,510.0228787330131,599.0131968254498,88.99031809243667,13,0.0
275,12,2,31,599.0131968254498,600.2844870839132,1.2712902584634094,12,0.0
276,15,5,34,589.4000000000655,600.9216491938648,11.521649193799362,15,0.0
277,15,6,34,601.0000000000681,612.5216491938675,11.521649193799362,15,0.0
278,18,1,35,539.7840064836039,623.9302475209805,84.14624103737663,18,0.0
279,15,7,34,612.6000000000707,624.1216491938701,11.521649193799362,15,0.0
280,8,4,32,444.0444943480225,626.2160136297709,182.17151928174843,8,0.0
281,17,0,26,528.5226333349715,628.6788636678127,100.15623033284123,17,0.0
282,16,0,27,489.55281768910527,633.6809442615614,144.12812657245615,16,0.0
283,15,8,34,624.2000000000734,635.7216491938727,11.521649193799362,15,0.0
284,13,1,30,525.97111716614,645.4707111715726,119.49959400543264,13,0.0
285,15,9,34,635.800000000076,647.3216491938754,11.521649193799362,15,0.0
286,17,1,36,564.7808928715609,658.8593090231366,94.07841615157565,17,0.0
287,15,10,34,647.4000000000786,658.921649193878,11.521649193799362,15,0.0
288,15,11,34,659.0000000000813,670.5216491938806,11.521649193799362,15,0.0
289,9,9,29,534.3647595473107,672.0433620932602,137.6786025459495,9,0.0
290,16,5,31,600.2844870839132,727.4135129302514,127.12902584633821,16,0.0
291,16,3,33,589.4662222617746,733.4002778272184,143.9340555654437,16,0.0
292,9,11,32,626.2160136297709,771.9532290551697,145.73721542539874,9,0.0
293,16,6,27,633.6809442615614,777.8090708340176,144.12812657245615,16,0.0
294,13,0,29,672.0433620932602,792.512139320966,120.4687772277058,13,0.0
295,16,1,30,645.4707111715726,816.1844168936193,170.7137057220467,16,0.0
296,18,0,33,733.4002778272184,848.5475222795733,115.14724445235493,18,0.0
297,18,3,27,777.9000000001083,893.2025012580733,115.30250125796499,18,0.0
298,13,2,32,771.9532290551697,899.4732925523936,127.52006349722387,13,0.0
299,13,8,29,792.512139320966,912.9809165486718,120.4687772277058,13,0.0
300,19,1,29,912.9809165486718,930.1907418669155,17.209825318243702,19,0.0
301,19,7,29,930.200000000143,947.4098253183867,17.209825318243702,19,0.0
302,16,7,30,816.1844168936193,986.898122615666,170.7137057220467,16,0.0
303,16,2,32,899.4732925523936,1081.6448118341418,182.17151928174826,16,0.0
304,17,2,29,947.5000000001469,1085.1786025460963,137.6786025459494,17,0.0
305,18,4,30,986.9000000001558,1123.4709645777932,136.57096457763737,18,0.0
306,16,8,32,1081.6448118341418,1263.81633111589,182.17151928174826,16,0.0
307,18,5,32,1263.899999999946,1409.6372154253447,145.73721542539874,18,0.0
