,job_id,nb_tasks,task_execution_time,arriving_time,starting_time,finishing_time,dataset size,transfert time,nb replicas,optimal_replicas_number,nb_first_replicas_sended
0,2,11,50,136.70131903925054,137.89999999999645,296.4999999999989,2048,2.5761006289308175,9,,
1,1,9,70,104.53891263175399,105.69999999999827,325.70000000000556,5120,7.57396449704142,5,,
2,0,6,140,102.0060287274801,103.19999999999841,382.7000000000185,10240,15.170370370370371,6,,
3,4,12,100,295.3192048870702,296.3999999999989,505.4000000000464,1024,1.3061224489795917,12,,
4,3,13,50,161.9599376062619,163.09999999999502,525.2000000000509,10240,14.463276836158192,9,,
5,8,3,10,694.8651721223733,721.9000000000956,775.0000000001077,5120,7.231638418079096,3,,
6,5,15,180,408.2365057669295,409.30000000002457,817.0000000001172,2048,2.8885754583921015,14,,
7,6,13,50,630.9653157220675,632.0000000000751,1130.900000000067,7168,9.142857142857142,8,,
8,9,10,50,697.8901898431092,731.6000000000978,1303.5999999999099,5120,6.530612244897959,13,,
9,17,2,80,1115.3776575834615,1177.5000000000246,1316.1999999998984,1024,26.256410256410255,2,,
10,10,4,140,722.5618594390916,745.600000000101,1319.5999999998953,7168,10.110014104372356,5,,
11,11,15,120,792.9534122257069,796.7000000001126,1649.9999999995948,4096,6.068148148148148,13,,
12,13,9,50,817.8120195101056,818.9000000001176,1655.6999999995896,4096,105.02564102564102,12,,
13,14,18,80,922.7612196323629,923.8000000001415,1730.9999999995212,4096,5.184810126582279,17,,
14,7,20,120,640.0605561827242,641.1000000000772,1971.4999999993024,5120,6.530612244897959,16,,
15,19,3,80,1281.803463861198,1429.999999999795,1978.1999999992963,10240,276.7567567567568,1,,
16,12,12,120,795.6428525937376,850.9000000001249,2013.5999999992641,5120,48.301886792452834,13,,
17,18,11,140,1281.1514670057713,1426.9999999997976,2119.499999999168,7168,9.142857142857142,5,,
18,15,15,140,1001.494145056603,1027.500000000161,2221.7999999990748,7168,179.2,10,,
19,16,18,80,1026.3967869532853,1027.500000000161,2274.9999999990264,10240,15.170370370370371,14,,
