,job_id,node_id,nb_tasks,transfert_time,time_of_use,data_size
0,0,52,1,2.748993288590604,63.24793758459782,2048
1,0,53,1,2.8287292817679557,54.71093986373333,2048
2,0,55,1,2.840499306518724,57.06153054748695,2048
3,0,56,1,2.786394557823129,59.08198274357702,2048
4,0,58,1,2.6391752577319587,91.5395858149693,2048
5,0,59,1,2.656290531776913,67.14439602154923,2048
6,0,60,1,2.797814207650273,74.09550461529773,2048
7,0,63,1,2.6222791293213827,50.39549614418014,2048
8,0,66,1,2.7750677506775068,76.69779745327699,2048
9,0,68,1,2.840499306518724,63.364848331764854,2048
10,0,70,1,2.9049645390070924,69.48636616242545,2048
11,0,71,1,2.6528497409326426,90.09917172029178,2048
12,1,50,1,59.190751445086704,102.14244166244156,40960
13,1,51,1,60.41297935103245,191.48320822972974,40960
14,1,57,1,62.62996941896024,146.54517342209758,40960
15,1,61,1,66.49350649350649,127.26961750326086,40960
16,1,62,1,62.24924012158055,164.71395903029565,40960
17,1,65,1,62.06060606060606,107.79430848775189,40960
18,1,69,1,65.64102564102564,120.94509057980656,40960
19,1,72,1,66.60162601626017,171.0797726424483,40960
20,1,73,1,65.32695374800637,137.32328659344594,40960
21,2,59,1,53.125810635538265,107.43103363447875,40960
22,2,63,1,52.445582586427655,80.63279383068823,40960
23,2,71,1,53.056994818652846,144.15867475246685,40960
24,3,53,1,56.574585635359114,87.53750378197333,40960
25,3,55,1,56.80998613037448,91.29844887597912,40960
26,3,56,1,55.72789115646258,94.53117238972324,40960
27,3,58,1,52.78350515463917,146.46333730395088,40960
28,3,60,1,55.95628415300546,118.55280738447635,40960
29,3,66,1,55.50135501355014,122.71647592524319,40960
30,4,52,2,13.74496644295302,50.59835006767826,10240
31,4,59,2,13.281452658884566,53.715516817239376,10240
32,4,63,2,13.111395646606914,40.316396915344114,10240
33,4,71,2,13.264248704663212,72.07933737623343,10240
34,5,52,2,54.97986577181208,252.99175033839128,40960
35,5,56,2,55.72789115646258,236.3279309743081,40960
36,5,58,2,52.78350515463917,366.1583432598772,40960
37,5,59,2,53.125810635538265,268.5775840861969,40960
38,5,60,2,55.95628415300546,296.3820184611909,40960
39,5,63,2,52.445582586427655,201.58198457672057,40960
40,5,67,1,54.90616621983914,101.4532832319369,40960
41,6,59,4,53.125810635538265,214.8620672689575,40960
42,6,63,1,52.445582586427655,10.079099228836029,40960
43,6,71,4,53.056994818652846,288.3173495049337,40960
44,7,51,9,3.0206489675516224,155.10139866608114,2048
45,7,54,2,2.782608695652174,8.30313177218027,2048
46,8,52,1,13.74496644295302,63.24793758459782,10240
47,8,56,1,13.931972789115646,59.08198274357702,10240
48,9,51,7,3.0206489675516224,93.82677203256759,2048
49,9,54,2,2.782608695652174,8.30313177218027,2048
50,10,50,1,7.398843930635838,102.14244166244156,5120
51,10,51,1,7.551622418879056,191.48320822972974,5120
52,10,52,1,6.87248322147651,126.49587516919564,5120
53,10,53,1,7.071823204419889,109.42187972746666,5120
54,10,55,1,7.10124826629681,114.1230610949739,5120
55,10,56,1,6.965986394557823,118.16396548715404,5120
56,10,57,1,7.82874617737003,146.54517342209758,5120
57,10,58,1,6.597938144329897,183.0791716299386,5120
58,10,59,1,6.640726329442283,134.28879204309845,5120
59,10,60,1,6.994535519125683,148.19100923059545,5120
60,10,61,1,8.311688311688311,127.26961750326086,5120
61,10,62,1,7.781155015197569,164.71395903029565,5120
62,10,64,1,8.421052631578947,125.18359621922698,5120
63,10,65,1,7.757575757575758,107.79430848775189,5120
64,10,66,1,6.937669376693767,153.39559490655398,5120
65,10,68,1,7.10124826629681,126.72969666352971,5120
66,10,69,1,8.205128205128204,120.94509057980656,5120
67,10,70,1,7.26241134751773,138.9727323248509,5120
68,10,72,1,8.325203252032521,171.0797726424483,5120
69,11,2,1,81.26984126984127,174.43694361652024,10240
70,11,5,1,99.41747572815534,161.73695692324742,10240
71,11,7,1,83.2520325203252,130.6009779053729,10240
72,11,12,1,97.52380952380952,188.78411006018183,10240
73,11,73,1,16.331738437001594,137.32328659344594,10240
74,11,63,1,13.111395646606914,100.79099228836029,10240
75,12,51,1,15.103244837758112,191.48320822972974,10240
76,11,52,1,13.74496644295302,126.49587516919564,10240
77,12,53,1,14.143646408839778,109.42187972746666,10240
78,12,55,1,14.20249653259362,114.1230610949739,10240
79,12,56,1,13.931972789115646,118.16396548715404,10240
80,12,57,1,15.65749235474006,146.54517342209758,10240
81,12,58,1,13.195876288659793,183.0791716299386,10240
82,12,60,1,13.989071038251366,148.19100923059545,10240
83,12,62,1,15.562310030395137,164.71395903029565,10240
84,12,65,1,15.515151515151516,107.79430848775189,10240
85,12,66,1,13.875338753387535,153.39559490655398,10240
86,12,68,1,14.20249653259362,126.72969666352971,10240
87,12,70,1,14.52482269503546,138.9727323248509,10240
88,12,71,1,13.264248704663212,180.19834344058356,10240
89,13,50,1,2.959537572254335,51.07122083122078,2048
90,13,61,1,3.324675324675325,63.63480875163043,2048
91,13,64,1,3.3684210526315788,62.59179810961349,2048
92,13,69,1,3.282051282051282,60.47254528990328,2048
93,13,72,1,3.330081300813008,85.53988632122415,2048
94,14,52,1,27.48993288590604,126.49587516919564,20480
95,14,55,1,28.40499306518724,114.1230610949739,20480
96,14,56,1,27.86394557823129,118.16396548715404,20480
97,14,58,1,26.391752577319586,183.0791716299386,20480
98,14,60,1,27.97814207650273,148.19100923059545,20480
99,14,63,1,26.222791293213827,100.79099228836029,20480
100,14,66,1,27.75067750677507,153.39559490655398,20480
101,14,68,1,28.40499306518724,126.72969666352971,20480
102,15,50,1,59.190751445086704,51.07122083122078,40960
103,15,51,1,60.41297935103245,95.74160411486487,40960
104,15,53,1,56.574585635359114,54.71093986373333,40960
105,15,54,1,55.65217391304348,103.78914715225338,40960
106,15,57,1,62.62996941896024,73.27258671104879,40960
107,15,59,1,53.125810635538265,67.14439602154923,40960
108,15,62,1,62.24924012158055,82.35697951514783,40960
109,15,65,1,62.06060606060606,53.897154243875946,40960
110,15,67,1,54.90616621983914,101.4532832319369,40960
111,15,70,2,58.09929078014184,277.9454646497018,40960
112,15,52,1,54.97986577181208,63.24793758459782,40960
113,16,55,1,28.40499306518724,79.88614276648173,20480
114,16,56,1,27.86394557823129,82.71477584100784,20480
115,15,58,1,52.78350515463917,91.5395858149693,40960
