,job_id,node_id,nb_tasks,transfert_time,time_of_use,data_size
0,0,25,1,25.728643216080403,17.53075676088862,20480
1,0,29,1,29.21540656205421,17.20982531824368,20480
2,0,31,1,27.56393001345895,12.712902584633818,20480
3,0,32,0,28.885754583921017,0.0,20480
4,0,33,0,31.21951219512195,0.0,20480
5,0,34,1,28.209366391184574,11.521649193799416,20480
6,0,36,0,26.459948320413435,0.0,20480
7,1,26,0,33.68421052631579,0.0,20480
8,1,28,1,26.155810983397192,2.03720068576856,20480
9,1,30,0,32.20125786163522,0.0,20480
10,1,37,1,29.383070301291248,6.254110824607828,20480
11,1,40,1,27.788331071913163,6.458206971934747,20480
12,1,25,0,25.728643216080403,0.0,20480
13,1,36,0,26.459948320413435,0.0,20480
14,2,26,1,67.36842105263158,125.19528791605148,40960
15,2,27,0,66.49350649350649,0.0,40960
16,1,29,1,29.21540656205421,1.7209825318243681,20480
17,2,30,1,64.40251572327044,170.71370572204668,40960
18,2,31,1,55.1278600269179,127.12902584633818,40960
19,1,32,0,28.885754583921017,0.0,20480
20,2,33,1,62.4390243902439,143.93405556544369,40960
21,2,34,1,56.41873278236915,115.21649193799415,40960
22,1,35,1,32.611464968152866,1.051828012967208,20480
23,1,38,1,30.843373493975903,7.872199551138709,20480
24,1,41,1,29.810771470160116,9.074394930629783,20480
25,1,42,1,28.60335195530726,7.73906100267642,20480
26,1,43,1,26.122448979591837,8.888368245239644,20480
27,1,45,1,26.94736842105263,6.42564329119082,20480
28,1,46,1,27.125827814569536,8.555797979464021,20480
29,1,47,1,31.950078003120126,7.495655410364591,20480
30,1,48,1,27.86394557823129,9.114505914522233,20480
31,1,49,1,28.248275862068965,8.395778337840916,20480
32,3,1,1,70.62068965517241,88.85667274286767,2048
33,3,2,1,16.253968253968253,122.10586053156418,2048
34,3,4,1,26.94736842105263,86.83512405987746,2048
35,3,5,1,19.883495145631066,113.21586984627321,2048
36,3,6,1,51.2,111.96049400644768,2048
37,3,7,2,16.650406504065042,365.68273813504413,2048
38,3,8,1,20.277227722772277,132.0480823911262,2048
39,3,9,1,52.51282051282051,91.39609330871643,2048
40,3,10,1,89.04347826086956,95.91777997367225,2048
41,3,11,1,36.57142857142857,97.64141229731638,2048
42,0,27,1,33.246753246753244,14.41281265724562,20480
43,2,32,1,57.771509167842034,182.17151928174837,40960
44,2,36,1,52.91989664082687,117.59802018946952,40960
45,1,44,1,31.751937984496124,8.002344452201193,20480
46,3,25,1,2.5728643216080402,122.71529732622035,2048
47,3,29,1,2.921540656205421,120.46877722770577,2048
48,3,35,1,3.261146496815287,73.62796090770456,2048
49,3,27,1,3.324675324675325,100.88968860071934,2048
50,4,2,1,40.63492063492063,139.5495548932162,5120
51,4,4,1,67.36842105263158,99.2401417827171,5120
52,4,5,1,49.70873786407767,129.38956553859794,5120
53,4,7,1,41.6260162601626,104.48078232429833,5120
54,4,8,1,50.693069306930695,150.9120941612871,5120
55,4,26,1,8.421052631578947,100.15623033284118,5120
56,4,27,1,8.311688311688311,115.30250125796496,5120
57,4,30,1,8.050314465408805,136.57096457763734,5120
58,3,31,1,2.756393001345895,88.99031809243672,2048
59,4,32,1,7.221438645980254,145.7372154253987,5120
60,4,33,1,7.804878048780488,115.14724445235495,5120
61,4,34,1,7.0523415977961434,92.17319355039533,5120
62,4,35,1,8.152866242038217,84.14624103737664,5120
63,4,36,1,6.614987080103359,94.07841615157562,5120
64,4,25,0,6.432160804020101,0.0,5120
65,4,29,0,7.303851640513552,0.0,5120
66,5,25,1,51.45728643216081,17.53075676088862,40960
67,4,31,1,6.890982503364738,101.70322067707055,5120
68,6,2,0,40.63492063492063,0.0,5120
69,6,5,0,49.70873786407767,0.0,5120
70,6,7,0,41.6260162601626,0.0,5120
71,6,25,1,6.432160804020101,87.65378380444311,5120
72,6,26,1,8.421052631578947,62.59764395802574,5120
73,6,27,1,8.311688311688311,72.06406328622809,5120
74,6,29,1,7.303851640513552,86.04912659121841,5120
75,6,30,1,8.050314465408805,85.35685286102334,5120
76,6,31,1,6.890982503364738,63.56451292316909,5120
77,6,32,1,7.221438645980254,91.08575964087419,5120
78,6,33,1,7.804878048780488,71.96702778272184,5120
79,6,34,1,7.0523415977961434,57.608245968997075,5120
80,6,35,1,8.152866242038217,52.5914006483604,5120
81,6,36,1,6.614987080103359,58.79901009473476,5120
82,7,29,1,7.303851640513552,17.20982531824368,5120
83,7,31,1,6.890982503364738,12.712902584633818,5120
84,7,32,1,7.221438645980254,18.217151928174836,5120
85,7,33,1,7.804878048780488,14.39340555654437,5120
86,7,34,1,7.0523415977961434,11.521649193799416,5120
87,8,25,1,12.864321608040202,1.7530756760888622,10240
88,8,28,1,13.077905491698596,2.03720068576856,10240
89,8,29,1,14.607703281027105,1.7209825318243681,10240
90,8,32,0,14.442877291960508,0.0,10240
91,9,32,1,7.221438645980254,91.08575964087419,5120
92,9,33,1,7.804878048780488,71.96702778272184,5120
93,9,34,1,7.0523415977961434,57.608245968997075,5120
94,9,35,1,8.152866242038217,52.5914006483604,5120
95,8,36,1,13.229974160206718,1.1759802018946952,10240
