,job_id,nb_tasks,task_execution_time,arriving_time,starting_time,finishing_time,dataset size,transfert time,nb replicas,optimal_replicas_number,nb_first_replicas_sended
0,3,4,50,16.195993760626187,17.099999999999973,121.89999999999735,10240,13.989071038251366,8,,
1,8,20,10,69.4865172122373,70.0000000000003,149.89999999999577,2048,36.57142857142857,33,,
2,2,9,100,13.670131903925054,14.099999999999966,213.19999999999217,5120,7.26241134751773,18,,
3,1,4,100,10.453891263175398,11.099999999999977,253.3999999999899,20480,26.222791293213827,8,,
4,0,1,100,10.200602872748009,11.099999999999977,305.00000000000085,40960,52.78350515463917,2,,
5,4,6,70,29.531920488707016,30.000000000000156,347.20000000001045,1024,1.3111395646606914,6,,
6,13,8,1,81.78120195101056,82.09999999999961,351.10000000001133,2048,16.253968253968253,11,,
7,5,9,80,40.82365057669294,41.00000000000031,451.40000000003414,2048,2.7750677506775068,9,,
8,6,17,1,63.09653157220674,64.00000000000064,453.3000000000346,40960,59.190751445086704,35,,
9,10,17,1,72.25618594390913,73.00000000000013,455.200000000035,20480,27.75067750677507,32,,
10,55,10,10,468.57131696528563,469.00000000003814,568.1000000000606,1024,11.130434782608695,24,,
11,11,11,70,79.29534122257067,81.19999999999966,625.4000000000736,1024,1.5657492354740061,26,,
12,7,10,100,64.0060556182724,66.10000000000052,636.3000000000761,20480,26.528497409326423,21,,
13,9,12,10,69.78901898431089,70.0000000000003,654.6000000000803,20480,32.66347687400319,32,,
14,14,19,1,92.27612196323628,93.09999999999899,656.5000000000807,1024,1.6623376623376624,26,,
15,16,5,10,102.63967869532853,104.19999999999835,676.6000000000853,40960,53.056994818652846,10,,
16,12,4,50,79.56428525937375,80.09999999999972,699.5000000000905,5120,7.757575757575758,12,,
17,19,14,10,128.1803463861198,129.09999999999695,700.6000000000907,20480,29.04964539007092,25,,
18,15,16,1,100.14941450566029,101.09999999999853,701.0000000000908,20480,28.40499306518724,32,,
19,27,1,1,200.0061471091684,202.0999999999928,723.500000000096,40960,52.445582586427655,2,,
20,68,11,50,605.7322603728882,606.0000000000692,803.6000000001142,2048,16.253968253968253,22,,
21,17,16,80,111.53776575834615,112.0999999999979,819.5000000001178,2048,3.103030303030303,19,,
22,23,15,1,162.39671796261865,163.09999999999502,852.7000000001253,2048,3.330081300813008,15,,
23,39,4,1,369.9594639381779,383.0000000000186,864.8000000001281,10240,14.797687861271676,10,,
24,88,9,1,835.4724692105685,837.0000000001218,867.3000000001286,1024,10.138613861386139,13,,
25,38,2,100,361.34730452468943,362.0000000000138,916.0000000001397,40960,54.97986577181208,7,,
26,94,4,1,868.8371485584825,869.000000000129,929.0000000001427,40960,54.90616621983914,6,,
27,20,7,100,144.57000500702532,145.09999999999604,967.7000000001515,5120,7.26241134751773,7,,
28,18,9,80,128.11514670057713,129.09999999999695,969.5000000001519,20480,26.391752577319586,20,,
29,54,16,10,459.17748868532294,460.0000000000361,1005.5000000001601,2048,20.277227722772277,33,,
30,28,2,10,218.8116845254998,219.09999999999184,1025.1000000001632,1024,1.5103244837758112,2,,
31,22,12,70,160.70685528174596,161.09999999999513,1097.7000000000971,20480,33.300813008130085,28,,
32,29,2,50,228.06817919505994,229.09999999999127,1120.8000000000761,1024,1.5103244837758112,2,,
33,45,18,1,392.1060253270035,393.00000000002086,1183.2000000000194,1024,8.126984126984127,29,,
34,25,1,80,198.01563374581252,202.0999999999928,1245.9999999999623,20480,26.391752577319586,2,,
35,21,13,100,156.54790441676016,157.09999999999536,1264.0999999999458,40960,62.06060606060606,26,,
36,24,8,1,193.9119444470017,194.09999999999326,1265.5999999999444,5120,6.632124352331606,16,,
37,49,13,1,411.06370852634717,412.0000000000252,1286.0999999999258,2048,34.13333333333333,29,,
38,33,19,70,301.4546589907771,303.1000000000004,1310.1999999999039,2048,21.333333333333332,50,,
39,32,5,100,265.2925071338769,267.19999999999226,1350.5999999998671,20480,29.04964539007092,21,,
40,26,8,80,198.9889602592121,199.09999999999297,1384.0999999998367,2048,2.797814207650273,11,,
41,30,17,10,244.52547858911254,245.09999999999036,1398.999999999823,5120,6.632124352331606,17,,
