,job_id,nb_tasks,task_execution_time,arriving_time,starting_time,finishing_time,dataset size,transfert time,nb replicas,optimal_replicas_number,nb_first_replicas_sended
0,5,1,10,40.82365057669294,42.10000000000033,177.79999999999418,40960,51.45728643216081,2,,
1,0,7,10,10.200602872748009,11.099999999999977,201.9999999999928,20480,26.459948320413435,14,,
2,3,18,70,16.195993760626187,17.099999999999973,292.29999999999797,2048,36.57142857142857,29,,
3,1,20,1,10.453891263175398,11.099999999999977,331.7000000000069,20480,33.68421052631579,21,,
4,2,7,100,13.670131903925054,15.199999999999962,367.40000000001504,40960,62.4390243902439,17,,
5,7,5,10,64.0060556182724,66.10000000000052,384.60000000001895,5120,8.421052631578947,10,,
6,4,15,80,29.531920488707016,30.000000000000156,448.7000000000335,5120,6.614987080103359,21,,
7,8,4,1,69.4865172122373,70.0000000000003,449.8000000000338,10240,13.229974160206718,4,,
8,6,14,50,63.09653157220674,64.00000000000064,470.80000000003855,5120,8.152866242038217,28,,
9,9,4,50,69.78901898431089,70.0000000000003,531.8000000000524,5120,7.0523415977961434,4,,
